host_rx_ms	timestamp_ms	seq	version	payload_size	status_flags	remote_control_flags	gimbal_mode	gimbal_motor_online_bitmap	can_link_bitmap	gimbal_cmd_yaw_deg	gimbal_cmd_pitch_deg	gimbal_cmd_chassis_rotate_wz	gimbal_yaw_target_deg	gimbal_yaw_actual_deg	gimbal_yaw_error_deg	gimbal_yaw_target_deg_s	gimbal_yaw_actual_deg_s	gimbal_yaw_speed_error_deg_s	gimbal_pitch_target_deg	gimbal_pitch_actual_deg	gimbal_pitch_error_deg	gimbal_pitch_target_deg_s	gimbal_pitch_actual_deg_s	gimbal_pitch_speed_error_deg_s	imu_pitch_deg	imu_yaw_deg	imu_roll_deg	imu_gyro_x_deg_s	imu_gyro_y_deg_s	imu_gyro_z_deg_s	vision_meta_flags	vision_recv_sp_mode	vision_send_sp_mode	vision_recv_yaw_raw_rad	vision_recv_yaw_raw_deg	vision_recv_yaw_vel_raw_rad_s	vision_recv_yaw_vel_raw_deg_s	vision_recv_yaw_acc_raw_rad_s2	vision_recv_yaw_acc_raw_deg_s2	vision_recv_pitch_raw_rad	vision_recv_pitch_raw_deg	vision_recv_pitch_vel_raw_rad_s	vision_recv_pitch_vel_raw_deg_s	vision_recv_pitch_acc_raw_rad_s2	vision_recv_pitch_acc_raw_deg_s2	vision_send_q0	vision_send_q1	vision_send_q2	vision_send_q3	vision_send_yaw_raw_rad	vision_send_yaw_raw_deg	vision_send_yaw_vel_raw_rad_s	vision_send_yaw_vel_raw_deg_s	vision_send_pitch_raw_rad	vision_send_pitch_raw_deg	vision_send_pitch_vel_raw_rad_s	vision_send_pitch_vel_raw_deg_s	vision_send_bullet_speed_mps	vision_send_bullet_count	shoot_bullet_speed	shoot_rest_heat	shoot_rate	shoot_loader_speed_aps	shoot_friction_l_speed_aps	shoot_friction_r_speed_aps	chassis_cmd_vx	chassis_cmd_vy	chassis_cmd_wz
1789546925026	28333	1230	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925045	28355	1231	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925072	28377	1232	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925092	28399	1233	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.3515625	90.3515625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925113	28421	1234	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925139	28443	1235	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925159	28465	1236	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925179	28487	1237	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925205	28509	1238	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925225	28531	1239	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925245	28553	1240	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925271	28575	1241	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925291	28597	1242	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925310	28619	1243	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925337	28641	1244	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925357	28663	1245	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925377	28685	1246	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925397	28707	1247	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925424	28729	1248	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925445	28751	1249	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925465	28773	1250	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925485	28795	1251	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925511	28817	1252	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925531	28839	1253	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925558	28861	1254	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925578	28883	1255	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925598	28905	1256	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925617	28927	1257	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925644	28949	1258	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925664	28971	1259	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925684	28993	1260	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925711	29015	1261	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925731	29037	1262	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925750	29059	1263	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925777	29081	1264	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925796	29103	1265	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925816	29125	1266	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925843	29147	1267	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925863	29169	1268	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925883	29191	1269	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925909	29213	1270	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925929	29235	1271	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925949	29257	1272	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925969	29279	1273	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546925995	29301	1274	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926016	29323	1275	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926035	29345	1276	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926062	29367	1277	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926082	29389	1278	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.3515625	90.3515625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926101	29411	1279	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926128	29433	1280	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926148	29455	1281	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926168	29477	1282	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926195	29499	1283	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926215	29521	1284	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926234	29543	1285	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926261	29565	1286	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926281	29587	1287	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926301	29609	1288	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926327	29631	1289	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926347	29653	1290	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926367	29675	1291	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926394	29697	1292	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926415	29719	1293	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926435	29741	1294	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926456	29763	1295	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926475	29785	1296	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926502	29807	1297	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926522	29829	1298	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926542	29851	1299	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926568	29873	1300	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926588	29895	1301	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926608	29917	1302	7	288	12	0	0	3	0	0	0	0	26.147460938	26.147460938	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926635	29939	1303	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926655	29961	1304	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926674	29983	1305	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926701	30005	1306	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926721	30027	1307	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926740	30049	1308	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926768	30071	1309	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789546926788	30093	1310	7	288	12	0	0	3	0	0	0	0	26.103515625	26.103515625	0	0	0	0	90.307617188	90.307617188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
